#{"t_start": 1625146166.3198357, "env_id": null}
r,l,t
36.675674,466,174.250163
31.915861,382,174.682164
14.414162,382,174.682164
8.998834,336,174.708163
26.109097,336,174.708163
34.61509,233,175.055163
13.339487,233,175.055163
21.797981,274,175.348163
13.11016,274,175.348163
37.98094,675,175.702164
34.33143,675,175.702164
33.553528,675,176.075163
22.87761,675,176.075163
16.141884,414,176.075163
38.083073,414,176.075163
5.929041,260,176.105162
28.200167,260,176.105162
54.783394,675,176.435163
35.28131,675,176.436163
31.215157,212,176.555163
8.141597,212,176.555163
45.539555,346,176.851163
20.266266,346,176.851163
25.435362,424,177.010162
35.006454,424,177.010162
33.440174,675,177.155162
44.836338,675,177.155162
-4.199723,64,177.946164
3.1720076,64,177.947163
29.036674,497,178.122164
42.8542,497,178.123162
35.81421,333,178.211163
9.876175,333,178.212163
29.241037,160,178.475163
9.6094675,160,178.475163
46.691288,364,178.721163
17.488575,364,178.721163
10.192393,293,179.150163
41.168118,293,179.150163
58.941658,460,179.464163
20.971306,460,179.464163
58.711823,328,179.650163
20.69426,328,179.650163
63.117386,535,179.912163
41.38241,535,179.912163
21.013985,459,180.084162
38.08063,459,180.084162
25.136131,549,180.204165
36.325092,549,180.204165
30.941872,149,188.719165
14.260965,149,188.719165
19.260859,427,188.921681
41.387886,427,188.921681
26.705633,589,188.965681
52.866936,589,188.965681
25.908396,71,189.166683
5.8983183,71,189.166683
43.070953,307,189.36668
13.22752,307,189.36668
3.3151183,180,189.403682
21.872599,180,189.403682
37.93464,415,189.528681
27.208572,415,189.528681
33.6843,675,189.542681
42.217163,675,189.542681
31.236198,332,189.615682
12.601061,332,189.615682
22.01968,630,189.732682
38.458965,630,189.732682
32.737896,546,189.935682
60.37385,546,189.935682
-3.760319,71,189.95168
15.020916,71,189.95168
21.43861,176,190.301201
23.293882,176,190.301201
42.034233,288,190.493202
16.725815,288,190.493202
9.623318,440,190.520201
31.067127,440,190.520201
63.360626,624,190.6762
34.961155,624,190.677201
72.34421,675,191.7572
42.05768,675,191.7572
4.6781354,237,191.937202
26.4822,237,191.937202
36.071117,182,192.1362
9.708436,182,192.1372
58.43951,573,192.202201
28.266064,573,192.202201
25.988258,201,192.585201
23.263958,201,192.585201
22.693256,320,193.093237
41.924046,320,193.093237
-0.68190426,216,193.245237
20.928198,216,193.245237
14.058675,96,193.413237
3.7503374,96,193.413237
51.01629,308,193.818237
17.807665,308,193.818237
15.945929,339,194.072753
35.989655,339,194.072753
29.462254,675,194.456753
15.98839,675,194.456753
18.161697,675,194.492753
43.663498,675,194.492753
37.189957,281,194.572755
17.73166,281,194.572755
19.134655,314,194.703753
42.719307,314,194.703753
40.51639,305,195.149755
8.076363,305,195.149755
45.77193,675,195.226753
33.77393,675,195.226753
34.285553,378,195.255754
15.738374,378,195.255754
46.9032,552,195.255754
31.918884,552,195.255754
52.811325,594,195.305753
27.503456,594,195.305753
37.926205,320,195.529753
9.480978,320,195.529753
34.381042,675,195.544753
19.299097,675,195.545752
23.347025,65,195.684753
0.9234809,65,195.684753
58.322765,553,195.698754
34.268402,553,195.698754
37.257454,403,195.840754
19.585562,403,195.840754
40.731674,458,196.297753
